CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
32181	35259	847	0.9921	-4.031
34720	35259	847	0.9924	21.985
34824	35259	847	0.9881	24.000
35259	37277	847	0.9945	-2.015
35259	39645	847	0.9828	-4.032
32181	34824	847	0.9965	-28.031
34720	34824	847	0.9925	-2.016
34824	37277	847	0.9919	21.985
34824	39645	847	0.9854	19.969
32181	34720	847	0.9945	-26.015
34720	37277	847	0.9941	19.970
34720	39645	847	0.9892	17.953
32181	39645	847	0.9853	-8.062
37277	39645	847	0.9863	-2.017
32181	37277	847	0.9938	-6.046
30897	47637	848	0.9493	1.995
42385	47637	848	0.9333	1.995
49	47637	848	0.8876	1.995
47637	48258	848	0.9493	-1.995
30897	42385	848	0.959	0.000
42385	47578	848	0.964	-0.025
42385	47642	848	0.8835	-41.026
42385	48258	848	0.9575	0.000
49	42385	848	0.8943	-0.000
425	47909	848	0.9359	-0.000
49	30897	848	0.9476	-0.000
49	47578	848	0.9383	-0.025
49	47909	848	0.9068	0.997
49	48258	848	0.9447	0.000
30897	47578	848	0.9868	-0.025
30897	47642	848	0.9164	-41.026
30897	47909	848	0.903	0.997
30897	48258	848	0.9931	0.000
47909	48258	848	0.8928	-0.997
47578	47642	848	0.9193	-41.002
47607	47642	848	0.8814	-43.967
47642	48258	848	0.9218	41.027
47578	48258	848	0.9935	0.025
30154	30164	850	0.9855	-17.027
30164	37970	850	0.7982	-102.032
7678	16044	854	0.9288	-0.000
16044	18318	854	0.9826	14.016
7678	18318	854	0.9272	14.015
41422	47159	855	0.9661	-0.000
41541	47159	855	0.9522	1.998
47159	47248	855	0.9892	-1.998
47159	48273	855	0.9599	0.000
41215	42223	855	0.9276	-77.910
42179	42223	855	0.9527	1.998
38120	42223	855	0.8857	-105.942
41075	41215	855	0.9863	1.998
41075	41541	855	0.8762	-15.995
41075	42179	855	0.9057	-77.910
38120	41075	855	0.8716	-30.029
38247	41075	855	0.9188	-28.031
41215	41422	855	0.885	-15.995
41215	42179	855	0.9077	-79.908
38120	41215	855	0.9551	-28.031
38120	42179	855	0.8625	-107.940
38120	38247	855	0.9029	-1.998
37936	41422	855	0.911	14.016
37936	41541	855	0.8756	12.018
41422	41541	855	0.9826	-1.998
41422	47248	855	0.9418	-1.998
41541	47248	855	0.9383	-0.000
47248	48273	855	0.9638	1.998
5030	8085	856	0.8391	-0.036
5128	8085	856	0.8695	13.979
8085	31669	856	0.7962	-68.099
5030	5128	856	0.9709	-14.016
7254	7442	857	0.7368	-72.058
39069	41553	858	0.9395	-28.031
27889	27984	859	0.8787	14.016
13405	15221	861	0.984	-44.026
19382	20575	862	0.9807	-14.016
19382	22811	862	0.959	45.947
22811	28907	862	0.9795	-14.015
20575	28907	862	0.9325	45.948
15881	17216	865	0.9081	-14.675
15881	17618	865	0.925	-44.026
17216	17618	865	0.9395	-29.351
3881	3935	866	0.9391	-17.026
33018	33333	867	0.9023	-0.984
33018	34954	867	0.911	15.011
33333	34954	867	0.8949	15.995
26176	34954	867	0.9377	-77.015
26176	26461	867	0.8916	-157.147
6553	10308	868	0.878	-14.016
4972	10308	868	0.9008	13.979
19283	19573	869	0.8868	-104.048
19573	19930	869	0.9256	32.026
14353	19573	869	0.9129	-56.063
14594	19573	869	0.898	-86.037
19283	19930	869	0.9114	-72.021
14594	19930	869	0.9094	-54.011
17505	19157	869	0.8215	-90.032
17505	19283	869	0.893	-58.005
14353	19283	869	0.8499	47.985
19157	19283	869	0.8599	32.026
14594	19283	869	0.9018	18.011
8995	14862	871	0.8781	-191.047
8995	31613	871	0.7811	-84.058
10240	31613	871	0.7735	-119.095
8485	9567	871	0.8461	-18.010
8995	9567	871	0.8826	14.016
9567	10240	871	0.8444	21.021
6453	8485	871	0.7974	-35.037
6453	10240	871	0.8625	-32.026
6453	18362	871	0.7889	-0.036
8485	8995	871	0.8401	-32.026
8485	10240	871	0.8414	3.011
8995	10240	871	0.9094	35.037
19097	19221	872	0.9554	1.997
19221	19507	872	0.9576	-91.935
14624	19221	872	0.7721	107.930
19097	19507	872	0.9345	-89.939
14624	19507	872	0.8889	15.995
14624	19097	872	0.7457	105.934
6789	15693	878	0.7644	2.042
8374	15693	878	0.7623	-15.968
8380	15693	878	0.7733	-17.966
8890	15693	878	0.7745	16.058
12504	15693	878	0.809	-1.952
15680	15693	878	0.9773	1.998
6789	15680	878	0.7718	0.044
8374	15680	878	0.7774	-17.966
8380	15680	878	0.7569	-19.964
8890	15680	878	0.7782	14.060
12504	15680	878	0.8169	-3.950
6789	8890	878	0.9353	-14.016
8374	8890	878	0.9394	-32.026
8380	8890	878	0.9065	-34.024
8890	12504	878	0.8605	18.010
6789	8380	878	0.9323	20.008
8374	8380	878	0.9481	1.998
8380	12504	878	0.8641	-16.014
6789	8374	878	0.9094	18.010
8374	12504	878	0.871	-14.016
6789	12504	878	0.8779	3.994
4016	20511	880	0.8986	-162.126
34021	35189	883	0.9668	-14.016
35189	42189	883	0.963	-2.050
16287	17143	884	0.8642	-7.008
36314	39157	886	0.9627	60.022
18919	19001	887	0.9904	1.998
15630	20024	889	0.9359	-14.016
15630	22476	889	0.9279	-26.016
12530	20024	889	0.9356	-28.031
38687	40604	891	0.9402	14.016
40329	41328	891	0.9325	-176.105
40471	41328	891	0.9886	-88.053
41328	41484	891	0.9709	132.079
41328	41677	891	0.9932	-44.026
41328	42085	891	0.995	44.026
40329	40604	891	0.9582	44.026
40604	41484	891	0.9271	-88.052
40329	42085	891	0.9456	-132.079
40471	42085	891	0.995	-44.026
41484	42085	891	0.9791	-88.053
41677	42085	891	0.9912	88.052
40329	40471	891	0.9615	-88.052
40329	41484	891	0.9808	-44.026
40471	41677	891	0.981	-132.079
41484	41677	891	0.9619	-176.105
40471	41484	891	0.9913	44.026
75	76	892	0.8931	21.055
76	79	892	0.9667	23.016
28163	31146	898	0.8509	-17.026
40725	44192	899	0.7603	-101.085
40994	44192	899	0.7776	-72.058
42882	44192	899	0.8844	44.026
40157	40725	899	0.8745	-76.052
40157	40994	899	0.704	-105.079
40725	40994	899	0.7318	-29.027
30987	31651	903	0.984	-1.997
31356	31651	903	0.9641	1.997
31651	44382	903	0.7187	114.601
29389	31651	903	0.8499	-37.974
30987	31356	903	0.9596	-3.994
30987	44382	903	0.7158	112.604
29389	30987	903	0.866	-35.977
29389	31356	903	0.8475	-39.971
39725	40195	907	0.8343	14.016
40195	41030	907	0.9872	-28.031
3978	38479	909	0.8535	-80.134
37175	38479	909	0.9648	-44.027
38479	41412	909	0.9537	-14.016
4983	38479	909	0.8637	-124.161
5177	38479	909	0.8644	7.917
5828	38479	909	0.8566	51.943
7389	38479	909	0.8625	-36.108
2371	5177	909	0.9279	-176.105
3978	5177	909	0.9609	-88.051
4983	5177	909	0.9553	-132.077
5038	5177	909	0.9707	17.027
5177	5755	909	0.8618	-61.053
5177	5828	909	0.9889	-44.026
5177	7389	909	0.9838	44.025
5177	14523	909	0.8716	30.046
2371	7389	909	0.9337	-132.080
3978	7389	909	0.9712	-44.026
4983	7389	909	0.9631	-88.052
5828	7389	909	0.9746	88.051
7389	14523	909	0.8735	-13.979
7389	41412	909	0.8575	-50.125
2371	3978	909	0.9412	-88.054
2371	4983	909	0.9574	-44.027
2371	41412	909	0.8431	-182.204
3978	4983	909	0.9693	44.026
3978	5828	909	0.9506	-132.077
3978	14428	909	0.855	-13.979
3978	41412	909	0.8529	-94.151
37175	41412	909	0.8815	-58.043
4983	37175	909	0.8494	-80.134
4883	14428	909	0.9233	-44.026
14428	14523	909	0.9335	-44.026
4883	4983	909	0.8505	13.979
4983	5828	909	0.9455	-176.103
4983	41412	909	0.8642	-138.177
4883	14523	909	0.9281	-88.053
5828	41412	909	0.8518	37.926
5038	5828	909	0.8689	-26.999
5755	5828	909	0.9674	17.027
5038	5755	909	0.9841	-44.026
3513	7059	910	0.7744	-28.031
876	1636	911	0.93	-14.016
876	1714	911	0.8436	148.037
1000	1584	911	0.8706	-14.016
1227	1714	911	0.791	-49.053
1584	1636	911	0.7917	-15.995
1636	1714	911	0.9164	162.053
7658	11186	912	0.7712	-83.066
8804	11186	912	0.813	-61.053
9950	11186	912	0.8236	-39.039
10328	11186	912	0.8342	-22.013
7658	8804	912	0.8601	-22.013
8804	9950	912	0.9105	-22.013
8804	10328	912	0.8491	-39.040
7658	9950	912	0.8732	-44.027
7658	10328	912	0.7917	-61.053
9950	10328	912	0.9005	-17.026
26799	29034	914	0.9434	49.984
26799	42091	914	0.9517	7.937
25238	26799	914	0.9387	18.009
26245	26799	914	0.945	35.036
29034	42091	914	0.8956	-42.046
25238	26245	914	0.9232	-17.027
25238	34913	914	0.8964	35.967
41011	41699	915	0.7749	-10.065
41699	42577	915	0.8145	-3.951
41011	42577	915	0.8557	-14.015
16822	20644	916	0.9398	-14.016
12656	16012	917	0.9632	-86.037
12021	14541	919	0.7491	128.095
19616	20566	920	0.8019	45.947
19616	20610	920	0.8287	43.950
19616	20658	920	0.818	41.953
20566	20610	920	0.8991	-1.997
20566	20658	920	0.8029	-3.994
20610	20658	920	0.8295	-1.997
8174	17010	921	0.8997	32.026
17010	24613	921	0.8553	-24.000
20234	23351	925	0.7908	-18.951
20234	23358	925	0.7897	-35.977
20234	31967	925	0.7044	-64.992
20234	34852	925	0.7956	-60.998
23351	23358	925	0.9847	-17.027
23358	31967	925	0.8578	-29.015
23358	34852	925	0.9671	-25.020
31967	34852	925	0.8822	3.995
23351	34852	925	0.9818	-42.047
23351	31967	925	0.8824	-46.042
20836	21462	926	0.8497	-88.053
22085	22088	926	0.9498	18.009
22088	23102	926	0.9856	-14.015
22088	26432	926	0.7992	-33.961
22088	28126	926	0.9084	2.018
22088	30745	926	0.902	-0.072
17651	22088	926	0.8916	15.995
18402	22088	926	0.826	30.011
19358	22088	926	0.9453	18.011
19438	22088	926	0.9378	32.026
13851	22088	926	0.9156	14.016
21462	31780	926	0.8108	129.991
22085	23102	926	0.9362	3.993
23102	26432	926	0.8033	-19.945
23102	28126	926	0.9016	16.033
23102	30745	926	0.9048	13.943
17651	23102	926	0.8891	1.980
18402	23102	926	0.8191	15.995
19358	23102	926	0.9303	3.995
19438	23102	926	0.8928	18.011
13851	23102	926	0.923	0.001
17651	19358	926	0.887	-2.016
18402	19358	926	0.8158	12.000
19358	19438	926	0.9467	-14.016
19358	22085	926	0.9855	0.002
19358	28126	926	0.8479	20.028
19358	30745	926	0.8506	17.938
13851	19358	926	0.8743	-3.995
22085	28126	926	0.8538	20.026
22085	30745	926	0.8602	17.936
17651	22085	926	0.8857	-2.014
18402	22085	926	0.8193	12.002
19438	22085	926	0.9548	14.017
21462	22085	926	0.8044	128.085
13851	22085	926	0.8666	-3.993
13851	17651	926	0.825	-1.979
13851	19438	926	0.8255	-18.010
13851	26432	926	0.7581	-19.945
13851	30745	926	0.8716	13.944
17651	18402	926	0.8955	-14.016
18402	19438	926	0.9279	-2.016
18402	26432	926	0.7728	-3.950
18402	28126	926	0.8493	32.028
12245	18402	926	0.7634	-32.027
26432	28126	926	0.8857	35.978
26432	30745	926	0.7559	33.888
17651	26432	926	0.8996	-17.966
19438	26432	926	0.787	-1.934
12245	26432	926	0.7504	-35.977
28126	30745	926	0.8658	-2.090
17651	28126	926	0.9182	18.013
19438	28126	926	0.8827	34.044
12245	28126	926	0.84	0.002
17651	19438	926	0.8444	-16.031
19438	30745	926	0.8421	31.954
12245	17651	926	0.8838	-18.011
31839	33545	927	0.9468	-17.027
33545	43435	927	0.9406	-112.125
43435	44279	927	0.9298	-28.031
42401	43372	927	0.9712	-44.026
42401	43435	927	0.9561	44.026
43372	43435	927	0.9216	88.052
6558	25467	930	0.9383	-154.063
29906	32130	930	0.9625	2.016
25467	29906	930	0.9464	-74.073
32130	35252	930	0.8845	24.045
25467	32130	930	0.9526	-72.058
25467	35252	930	0.8648	-48.013
21404	33961	931	0.9515	-14.016
16842	33961	931	0.9573	-18.011
33976	33987	931	0.8973	127.912
29236	33976	931	0.7729	-69.906
21404	29236	931	0.7921	18.010
16953	29236	931	0.7651	-26.016
19805	29236	931	0.8298	-46.006
29236	33987	931	0.8035	58.006
16842	29236	931	0.7624	14.015
38337	40743	932	0.796	-14.016
8581	12001	933	0.9472	-14.016
27641	28403	936	0.7638	-132.079
28403	29167	936	0.9575	44.027
26330	28403	936	0.8158	-88.053
19512	28403	936	0.9211	-61.054
27641	29167	936	0.9013	-88.052
24515	29167	936	0.8922	-61.053
26330	29167	936	0.9064	-44.026
19512	29167	936	0.9821	-17.027
24515	27641	936	0.9387	26.999
26330	27641	936	0.9512	44.026
19512	27641	936	0.8256	71.025
24515	26330	936	0.9567	-17.027
19512	24515	936	0.9189	44.026
19512	26330	936	0.9323	26.999
185	47767	937	0.9451	0.000
47573	47767	937	0.833	41.027
47622	47767	937	0.866	1.995
47767	47893	937	0.725	-0.998
47767	48303	937	0.8685	-0.000
185	47843	937	0.702	-39.003
185	47573	937	0.8645	-41.027
47573	48303	937	0.8346	41.027
185	47893	937	0.7481	-0.998
269	47893	937	0.9077	0.000
47622	47893	937	0.7036	0.997
185	47622	937	0.872	-1.995
185	48303	937	0.8264	-0.000
269	47622	937	0.7113	-0.997
47622	48303	937	0.7723	1.995
207	47700	938	0.8774	44.000
601	47700	938	0.8824	75.950
47479	47700	938	0.898	44.026
47675	47700	938	0.9328	27.011
47700	47850	938	0.8813	6.010
69	87	938	0.8944	-41.026
69	95	938	0.908	-18.011
69	301	938	0.8904	36.987
69	403	938	0.8693	-4.039
69	491	938	0.8819	18.977
69	526	938	0.8769	41.993
207	601	938	0.9053	-31.950
491	601	938	0.9081	-5.944
169	207	938	0.8636	-23.016
207	229	938	0.9232	-1.996
207	350	938	0.9005	-15.977
301	526	938	0.9501	5.005
367	526	938	0.9283	-18.011
403	526	938	0.9575	46.032
491	526	938	0.9765	23.016
101	491	938	0.8781	2.998
87	95	938	0.9269	23.016
95	491	938	0.8649	36.987
309	491	938	0.8685	-68.969
87	403	938	0.8605	36.987
301	403	938	0.9156	-41.027
403	491	938	0.9824	23.016
110	367	938	0.8629	1.997
301	367	938	0.9659	23.016
367	491	938	0.8875	-41.027
301	491	938	0.9404	-18.010
31410	36936	945	0.8475	-152.084
31410	42105	945	0.8573	25.980
5795	9658	947	0.9526	-14.016
9658	13430	947	0.8329	-133.053
13430	15957	947	0.9469	-14.016
9658	15957	947	0.8384	-147.068
22075	27935	949	0.78	13.979
19319	22139	950	0.7925	2.016
9350	16701	950	0.8656	-17.966
8691	9350	950	0.822	-1.979
9350	14186	950	0.7865	18.011
14186	22139	950	0.9642	-0.000
9350	22139	950	0.7959	18.011
32091	42795	951	0.8438	-143.077
42795	43410	951	0.7807	-15.980
15650	42795	951	0.7294	-194.080
43404	43410	951	0.7698	21.981
43404	43859	951	0.7497	6.009
43410	43859	951	0.9718	-15.972
37900	41658	951	0.7087	-15.978
15650	32091	951	0.8015	-51.003
41658	43859	951	0.7216	3.101
7573	11139	952	0.827	-54.011
36847	45828	953	0.7516	14.016
37634	45828	953	0.8851	0.000
36847	37634	953	0.8545	14.016
16783	37634	953	0.7918	-76.031
9541	18153	954	0.8436	-125.897
33542	35776	955	0.8874	-24.000
30054	30252	956	0.8386	3.994
30203	30252	956	0.9328	1.997
30054	30203	956	0.8946	1.997
47118	47671	957	0.9649	-14.015
47118	47270	957	0.9674	-15.995
30424	34617	959	0.8216	1.979
38581	39017	959	0.8013	-27.995
34617	39017	959	0.7653	-84.057
27831	37563	960	0.8919	-56.062
18673	27831	960	0.7891	-28.031
12919	15478	961	0.9856	-44.026
15478	16786	961	0.9692	88.051
15478	19364	961	0.9421	132.078
13906	14631	961	0.9503	-44.026
13906	19433	961	0.9567	-14.016
12919	17439	961	0.9574	132.078
14631	17439	961	0.9539	-14.016
16786	17439	961	0.9607	88.052
17439	19364	961	0.9654	-44.026
17439	19433	961	0.9475	44.026
12919	16786	961	0.9799	44.025
12919	19364	961	0.9556	88.052
14080	16786	961	0.9412	-14.015
16786	19364	961	0.9649	44.026
14080	14631	961	0.9531	88.053
31211	32483	962	0.8602	21.984
32179	32483	962	0.8912	-28.032
31211	36390	962	0.7805	-82.042
32179	36390	962	0.7008	-132.058
31211	32179	962	0.8987	50.016
25642	25654	965	0.9593	-18.011
25654	36580	965	0.8819	18.011
25642	36580	965	0.904	0.000
7143	7148	966	0.8307	94.027
13473	18604	968	0.9628	-14.016
38893	43092	969	0.8522	-28.032
18602	36724	970	0.7713	-17.966
31830	36724	970	0.9285	-56.026
30998	34828	972	0.9907	-28.030
6801	20152	973	0.9943	0.000
20152	26208	973	0.9612	-170.094
20152	29023	973	0.9547	-170.095
9017	20152	973	0.9229	-14.015
27391	32714	973	0.9948	-0.002
26166	27391	973	0.9237	-14.014
27279	29023	973	0.9269	18.010
26166	27279	973	0.9903	17.027
26208	27279	973	0.9304	-18.011
6801	8404	973	0.922	-18.010
6801	9017	973	0.9246	14.016
6801	26208	973	0.9616	-170.094
6801	29023	973	0.9527	-170.095
8404	9271	973	0.9694	-17.027
26166	32714	973	0.9223	-14.016
26208	29023	973	0.9899	-0.001
925	1510	974	0.9684	-14.016
3495	11729	975	0.953	0.000
19741	19945	976	0.9137	17.027
19741	27589	976	0.8948	3.011
19741	27805	976	0.9029	-14.016
27589	27805	976	0.9261	-17.027
19945	27589	976	0.9533	-14.016
19945	27805	976	0.9308	-31.042
7672	20081	977	0.7497	-28.031
12920	20081	977	0.8779	-14.016
27807	42520	978	0.8151	-136.029
17922	27807	978	0.8049	18.011
39735	40548	979	0.96	-17.027
38207	40548	979	0.9818	-14.016
34733	39735	979	0.9673	-28.031
14251	22876	980	0.7897	-38.016
10059	11869	981	0.726	-30.036
14572	15033	982	0.9611	88.053
8791	11221	983	0.9539	-88.053
5868	8791	983	0.9682	-44.026
16563	18546	984	0.885	45.058
5448	11123	986	0.8802	-40.034
5593	10697	986	0.8504	-12.036
10697	11123	986	0.8934	15.995
11132	12847	992	0.7908	15.995
12847	15610	992	0.8129	-14.016
15610	18839	992	0.7967	-32.027
12847	13262	992	0.7943	-30.011
22979	39341	993	0.8796	17.027
37163	39500	994	0.9373	45.984
38711	41149	1000	0.7562	21.000
43567	45133	1004	0.9618	138.068
24694	26290	1006	0.84	-2.016
26290	28711	1006	0.855	-26.015
24694	26524	1006	0.8434	-14.016
24694	28711	1006	0.8717	-28.031
21204	24694	1006	0.8379	-63.032
21204	28711	1006	0.8294	-91.064
26524	28711	1006	0.8473	-14.016
12047	15173	1007	0.8739	17.027
12047	17986	1007	0.7964	-14.015
12047	26364	1007	0.7722	-28.030
15173	17986	1007	0.7977	-31.042
17986	26364	1007	0.916	-14.015
27264	29469	1008	0.9825	3.994
9727	10707	1014	0.8991	-14.016
2011	8256	1026	0.7832	-160.074
3840	8256	1026	0.8703	-88.053
4161	8256	1026	0.8038	-132.079
5158	8256	1026	0.8758	-72.021
6693	8256	1026	0.9274	-44.026
2011	6693	1026	0.8384	-116.048
3840	6693	1026	0.8896	-44.026
4161	6693	1026	0.8359	-88.053
5158	6693	1026	0.9161	-27.995
2011	3840	1026	0.895	-72.021
3840	4161	1026	0.9222	44.027
3840	5158	1026	0.7753	-16.031
2011	4161	1026	0.9023	-27.995
2011	5158	1026	0.7598	-88.053
4161	6199	1026	0.7974	-28.031
24225	24698	1027	0.9368	35.977
34980	39417	1030	0.9391	-26.016
39417	47480	1030	0.8908	-2.016
34980	47480	1030	0.9151	-28.031
19877	23195	1032	0.9219	-29.027
16306	16344	1034	0.9726	-1.998
19871	36780	1036	0.9015	-14.016
43572	43834	1037	0.9692	-32.026
15850	21425	1038	0.9121	-17.966
27375	28516	1039	0.9467	-14.016
18306	20852	1040	0.9929	15.995
15701	20852	1040	0.8648	1.979
17497	20852	1040	0.9888	-14.016
15701	17497	1040	0.9961	15.995
17497	18306	1040	0.8641	-30.010
15701	18306	1040	0.9945	-14.016
34919	47338	1042	0.7629	15.995
4141	17189	1043	0.9933	0.019
30072	36983	1043	0.9856	37.907
30072	40992	1043	0.9828	9.875
3658	30072	1043	0.9845	-15.974
4141	30072	1043	0.9819	28.053
3658	33482	1043	0.9823	-44.005
33482	37205	1043	0.9813	21.912
28442	33482	1043	0.9809	3.995
24949	28442	1043	0.9881	-14.016
4141	33482	1043	0.9859	0.021
24949	33482	1043	0.983	-10.021
33482	40992	1043	0.9849	37.907
32523	33660	1044	0.9431	-28.032
32523	37019	1044	0.9421	-54.047
27712	32523	1044	0.8993	-26.016
33660	36772	1044	0.7754	14.016
33660	37019	1044	0.9653	-26.015
27712	33660	1044	0.9344	-54.048
27712	34580	1044	0.7899	19.969
27712	37019	1044	0.9602	-80.063
34580	37019	1044	0.7481	-100.031
28360	36772	1044	0.8277	-54.044
12682	16337	1045	0.9027	-14.016
16154	16337	1045	0.7568	-58.005
16337	25727	1045	0.7013	48.021
12682	16154	1045	0.7326	43.990
16154	25273	1045	0.7384	48.021
16154	30026	1045	0.7343	34.006
25273	25727	1045	0.7537	-58.006
25273	30026	1045	0.9442	-14.016
25727	30026	1045	0.7187	43.990
25727	31048	1045	0.8862	-14.017
12682	25727	1045	0.7353	34.005
30026	31048	1045	0.7826	-58.007
3844	4038	1047	0.8756	1.998
4038	5970	1047	0.818	-47.986
3844	5970	1047	0.7879	-45.988
23285	30755	1050	0.9342	15.995
25084	30755	1050	0.9505	-12.000
23285	25084	1050	0.9327	27.995
20245	23285	1050	0.9452	-14.016
41356	42270	1051	0.7185	-14.016
22897	29660	1053	0.8697	-75.047
26804	29660	1053	0.9208	2.015
31260	32465	1056	0.9704	28.031
32168	32465	1056	0.9501	-17.027
31260	32168	1056	0.9621	45.058
32168	34326	1056	0.7547	-63.972
31260	34326	1056	0.7029	-18.914
17501	34864	1058	0.8536	-14.016
14194	20495	1062	0.8977	44.027
15663	17170	1063	0.9181	-2.016
17170	23035	1063	0.9065	2.015
13600	15663	1063	0.913	-2.016
13600	23035	1063	0.9213	-2.016
10106	12257	1063	0.9219	-18.011
10106	25558	1063	0.8812	2.016
12257	15663	1063	0.8891	-17.026
12257	23035	1063	0.9074	-17.027
15663	23035	1063	0.9781	-0.000
5516	5721	1066	0.9059	44.026
5721	7732	1066	0.8418	-132.079
5516	8850	1066	0.7822	-149.105
7732	8850	1066	0.8485	-61.052
7865	8850	1066	0.9277	-44.025
8850	10019	1066	0.9337	-88.052
5516	7732	1066	0.8983	-88.053
5516	7865	1066	0.7998	-105.080
7732	10019	1066	0.8387	-149.105
7865	10019	1066	0.8566	-132.078
7732	7865	1066	0.9107	-17.027
40900	42750	1068	0.9889	-72.058
40900	44390	1068	0.9737	-144.115
36589	40900	1068	0.9397	-34.101
42750	44390	1068	0.9826	-72.057
36589	44390	1068	0.9314	-178.216
44390	46971	1068	0.9598	-85.988
36425	36589	1068	0.7251	-26.975
36589	42750	1068	0.9453	-106.159
42750	46971	1068	0.9638	-158.045
44284	46815	1069	0.861	3.011
44786	46815	1069	0.9475	-14.016
46390	46815	1069	0.9801	17.026
44284	44786	1069	0.9726	17.026
44284	46390	1069	0.9685	-14.016
44272	46060	1069	0.8642	-14.015
46060	46390	1069	0.8569	18.010
44786	46390	1069	0.86	-31.042
45773	46390	1069	0.8499	-2.016
6430	42114	1073	0.9717	0.000
14139	42114	1073	0.9912	0.000
6430	14139	1073	0.978	0.000
324	692	1074	0.8973	41.027
692	740	1074	0.8998	-18.011
692	47963	1074	0.9039	-0.000
324	740	1074	0.956	23.016
324	47963	1074	0.9038	41.026
740	47963	1074	0.9041	18.010
41840	42038	1076	0.9755	-1.997
32	41840	1076	0.9969	0.000
424	41840	1076	0.9743	1.997
32	42038	1076	0.976	-1.997
424	42038	1076	0.9885	0.000
32	424	1076	0.9756	-1.997
32559	36296	1077	0.8775	-26.052
26474	28566	1078	0.7844	-32.026
36824	37775	1079	0.9401	-32.026
16331	37775	1079	0.9194	-0.000
16331	36824	1079	0.895	32.026
36165	39041	1080	0.875	0.004
12905	14041	1081	0.795	-15.994
12905	14786	1081	0.8509	-18.010
25928	26950	1081	0.8083	-13.980
19625	25928	1081	0.8117	-5.005
14041	25928	1081	0.8128	-21.037
14786	25928	1081	0.8111	-19.021
14041	14786	1081	0.9318	-2.016
14786	19625	1081	0.9282	-14.016
14041	19625	1081	0.8484	-16.032
25859	26103	1082	0.9668	17.027
6517	11996	1083	0.8192	-36.000
11996	19149	1083	0.9058	-14.016
11996	21066	1083	0.8195	36.000
11996	26124	1083	0.7496	21.985
6517	26124	1083	0.9188	-14.015
19149	26124	1083	0.818	36.000
21066	26124	1083	0.9343	-14.015
10115	21522	1083	0.9059	0.000
6517	19149	1083	0.7577	-50.016
6517	21066	1083	0.9396	-0.000
19149	21066	1083	0.7303	50.015
19149	21522	1083	0.7358	173.120
15312	17940	1085	0.982	-58.042
4047	5534	1086	0.9154	13.979
3082	5534	1086	0.8501	19.969
35897	38420	1092	0.9418	112.018
12753	35897	1092	0.9333	-160.964
38420	38661	1092	0.9277	-148.036
12753	38420	1092	0.9478	-48.946
12753	38661	1092	0.9175	-196.982
25588	34138	1094	0.8762	-14.016
35167	35546	1096	0.9459	35.976
30579	35167	1096	0.7712	-49.992
30579	35546	1096	0.9297	-14.016
26206	35424	1103	0.8826	-114.068
34530	36228	1104	0.9829	58.042
40097	40461	1104	0.9905	-58.042
39077	40461	1104	0.9836	-116.083
34530	39077	1104	0.981	-58.042
39077	40097	1104	0.9881	-58.041
34530	40097	1104	0.9837	-116.083
11992	13071	1107	0.8572	-14.016
41327	41670	1114	0.9224	172.110
41670	44859	1114	0.9307	-94.027
38079	41670	1114	0.9127	-154.061
40453	41327	1114	0.9229	31.990
41327	44859	1114	0.9273	78.082
40453	40531	1114	0.8942	15.995
40453	44859	1114	0.9457	110.072
8316	18387	1117	0.8837	24.036
8316	22253	1117	0.894	-97.016
8316	27636	1117	0.9399	-42.010
8316	28713	1117	0.9714	-27.995
27636	28713	1117	0.9408	14.015
22253	24632	1117	0.8937	-45.059
22253	28713	1117	0.8909	69.021
18387	28713	1117	0.8788	-52.031
21094	22231	1120	0.7057	14.016
21975	22231	1120	0.9079	58.042
41236	42297	1120	0.784	-28.031
21094	41236	1120	0.7349	-126.141
21094	42297	1120	0.728	-154.172
39215	39973	1121	0.9526	-14.016
16782	16989	1122	0.956	-58.042
16989	18264	1122	0.8823	-14.016
16989	19816	1122	0.9756	-58.042
15769	16782	1122	0.8673	-44.026
16782	19816	1122	0.9333	-116.084
6792	15769	1122	0.8985	-86.037
15769	18264	1122	0.9115	-116.083
18264	19816	1122	0.862	-44.026
22640	33316	1124	0.9403	-14.016
20021	33316	1124	0.8131	57.021
44009	45181	1127	0.893	-0.005
44009	45769	1127	0.7046	-28.037
45181	45769	1127	0.7928	-28.031
1523	4221	1129	0.8146	-113.084
2828	4221	1129	0.9528	-14.016
1523	2010	1129	0.9077	-33.984
2010	2578	1129	0.8575	-14.015
1523	2578	1129	0.7998	-47.999
1523	2828	1129	0.8	-99.068
21976	33084	1130	0.9931	0.034
32244	32567	1131	0.9789	-44.026
30809	32244	1131	0.9793	102.032
13113	16409	1133	0.9437	-58.042
15715	16409	1133	0.9173	17.026
16409	16413	1133	0.8713	0.055
18384	19267	1133	0.8617	134.094
18537	19267	1133	0.9312	-17.026
19267	22301	1133	0.9708	-58.042
16413	19267	1133	0.9207	-75.068
18384	21420	1133	0.9795	-58.042
18384	22301	1133	0.8738	76.053
18384	23710	1133	0.964	-116.084
18537	22301	1133	0.9197	-75.068
21420	22301	1133	0.8733	134.095
16413	22301	1133	0.8909	-133.110
13113	15715	1133	0.9015	-75.069
16413	18537	1133	0.9025	-58.042
21420	23710	1133	0.9873	-58.042
1813	2363	1138	0.8524	2.016
33387	35024	1141	0.8055	28.032
