CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
19827	20370	1	0.7717	-30.978
20370	25021	1	0.8382	21.995
20370	27011	1	0.8432	18.978
22732	24639	1	0.8838	9.005
23943	24639	1	0.8222	23.021
24639	24934	1	0.7857	-16.014
24639	25021	1	0.8053	-58.042
24639	27899	1	0.8162	-65.050
19041	19827	1	0.8554	-1.008
19827	21962	1	0.8452	58.042
19827	23124	1	0.8069	44.026
19827	25021	1	0.7694	-8.983
19827	27011	1	0.8809	-12.000
19827	31892	1	0.8287	58.042
29880	30729	1	0.8663	-17.988
29880	31892	1	0.762	-35.021
23124	23943	1	0.8055	-17.988
23124	27011	1	0.7908	-56.026
23124	31892	1	0.8673	14.016
19041	23124	1	0.7897	43.018
21962	23124	1	0.8876	-14.016
22732	23943	1	0.923	-14.016
22732	24934	1	0.9027	-7.008
22732	25021	1	0.8978	-49.037
22732	27235	1	0.8237	-21.024
22732	27899	1	0.8928	-56.045
22732	28312	1	0.8624	8.983
22732	30729	1	0.8079	35.021
22732	31892	1	0.8062	17.988
21962	22732	1	0.8201	-17.989
28312	31892	1	0.9356	9.005
21962	28312	1	0.9609	-9.005
23943	30729	1	0.7827	49.037
27235	27899	1	0.8334	-35.021
23943	27235	1	0.9045	-7.008
24934	27235	1	0.8509	-14.016
25021	27235	1	0.801	28.013
23943	24934	1	0.8105	7.007
23943	25021	1	0.8907	-35.021
23943	27899	1	0.8908	-42.029
24934	25021	1	0.7944	-42.028
25021	27011	1	0.7462	-3.017
25021	27899	1	0.977	-7.008
27011	31892	1	0.8232	70.042
19041	27011	1	0.8086	-13.008
21962	27011	1	0.8254	-70.042
24934	27899	1	0.8265	-49.036
21962	31892	1	0.9623	-0.001
19041	31892	1	0.7651	57.034
29138	29915	2	0.8818	14.016
29138	33594	2	0.8526	-158.058
28226	28541	2	0.9086	190.085
28226	31024	2	0.9905	-86.037
28226	32126	2	0.9038	158.058
28226	32384	2	0.9356	-14.016
28226	33653	2	0.9357	-172.073
28226	34468	2	0.8846	-100.052
28226	35403	2	0.89	-186.089
25013	28226	2	0.9292	-103.064
21367	28226	2	0.9403	-172.074
32384	35049	2	0.8737	-100.052
33594	35049	2	0.9785	-86.037
34468	35049	2	0.9201	-14.016
35049	35403	2	0.8843	-72.021
31024	32384	2	0.9385	72.021
32126	32384	2	0.9471	-172.074
32384	33594	2	0.8724	-14.016
32384	33653	2	0.9281	-158.058
32384	34468	2	0.956	-86.037
32384	35403	2	0.9478	-172.073
26258	32384	2	0.8602	-189.100
21367	32384	2	0.8798	-186.089
31024	34994	2	0.9342	-172.073
33653	34994	2	0.9801	-86.036
34468	34994	2	0.887	-158.057
34994	35403	2	0.905	72.021
26258	29915	2	0.8062	-31.043
26258	32126	2	0.8918	-17.027
12880	26258	2	0.8104	-172.073
32126	33594	2	0.8202	-186.089
21367	32126	2	0.9276	-14.016
16211	32126	2	0.8478	-172.074
31024	33653	2	0.9865	-86.036
31024	34468	2	0.9014	-14.015
31024	35403	2	0.9055	-100.052
25013	31024	2	0.9151	-189.100
33594	34468	2	0.8843	-72.021
33594	35403	2	0.8864	-158.058
29915	33594	2	0.9485	-172.073
33653	35403	2	0.9178	-14.016
34468	35403	2	0.9798	-86.037
21367	25013	2	0.926	-69.010
21367	28541	2	0.826	18.011
10855	21367	2	0.8215	-172.074
16211	21367	2	0.8488	-158.058
25013	28541	2	0.867	87.021
33653	34468	2	0.9133	72.021
10855	12517	2	0.9165	17.026
10855	16211	2	0.8384	-14.016
12880	16211	2	0.8506	-17.026
15438	21310	3	0.9808	-56.026
2795	6754	6	0.9666	-14.015
6754	9818	6	0.9329	-33.984
11395	14424	10	0.9439	-14.015
35234	35508	11	0.9393	14.015
27649	31843	11	0.9405	-17.027
27649	35234	11	0.9019	-142.099
27649	39514	11	0.901	-159.126
25334	27649	11	0.9797	-14.016
17071	25334	11	0.968	-14.016
31843	35234	11	0.9136	-125.073
35234	39514	11	0.9332	-17.027
25334	28439	11	0.9009	18.011
31843	39514	11	0.939	-142.099
34835	37809	12	0.9475	132.078
35053	37809	12	0.9606	88.052
35495	37809	12	0.9702	44.026
37073	37809	12	0.9664	-44.026
37697	37809	12	0.9814	14.016
37073	37980	12	0.9866	-14.016
37697	37980	12	0.9733	44.026
37980	38638	12	0.9545	44.026
42257	44365	12	0.9491	-174.127
42955	44365	12	0.9476	15.994
43159	44365	12	0.9657	-116.084
43625	44365	12	0.9614	-14.016
44236	44365	12	0.9423	27.995
44275	44365	12	0.9696	44.026
44365	45093	12	0.9453	-14.015
34835	35896	12	0.9497	-176.105
35896	39832	12	0.9518	1.980
29510	38061	12	0.9463	-14.016
36358	39546	12	0.9579	30.010
36650	39546	12	0.95	-58.042
37031	39546	12	0.9482	74.037
37837	39546	12	0.9539	176.105
38923	39546	12	0.98	88.052
39275	39546	12	0.9707	132.079
39293	39546	12	0.9773	-88.053
39429	39546	12	0.9778	-44.026
40356	42012	12	0.9453	30.011
41696	42012	12	0.9644	-88.052
42012	42240	12	0.9819	-44.026
42012	42257	12	0.9488	132.079
42012	42267	12	0.976	-88.052
42012	42589	12	0.969	30.010
42012	42911	12	0.9517	-102.068
42012	42955	12	0.9844	-58.042
42012	43159	12	0.9471	74.036
42012	43685	12	0.9411	15.994
43841	45145	12	0.9425	-14.016
41910	43717	12	0.9821	-116.084
42839	43717	12	0.9554	-102.069
42885	43717	12	0.9558	-44.026
43125	43717	12	0.9881	-58.042
43159	43717	12	0.9542	-14.016
43717	44550	12	0.9875	-58.042
43717	44600	12	0.9565	-14.016
43717	45093	12	0.9807	-116.083
43717	45374	12	0.9632	-72.057
43717	45947	12	0.9663	-174.127
42839	45374	12	0.9772	-174.126
42885	45374	12	0.9863	-116.084
43125	45374	12	0.9535	-130.100
44550	45374	12	0.9641	-14.015
44600	45374	12	0.9873	-58.041
45093	45374	12	0.9697	44.026
45374	45947	12	0.9578	-102.069
45374	46106	12	0.957	-58.043
26149	26498	12	0.9703	-88.052
26149	35495	12	0.9579	-42.046
41439	42074	12	0.9822	-28.031
42074	42871	12	0.9463	17.027
42074	44180	12	0.9687	-14.016
36759	42074	12	0.9634	-70.078
38638	42074	12	0.9795	-56.063
41696	43685	12	0.9454	-72.058
42257	43685	12	0.9645	-116.085
42589	43685	12	0.9659	-14.016
43159	43685	12	0.9797	-58.042
43625	43685	12	0.9677	44.026
43685	44550	12	0.9471	-14.016
44236	45093	12	0.9448	13.980
36197	36937	12	0.9706	44.026
36358	36937	12	0.9784	-88.053
36650	36937	12	0.9629	-176.105
36937	37031	12	0.9805	44.026
36937	37837	12	0.9682	-58.042
36937	38923	12	0.9633	30.011
36937	39275	12	0.9661	-14.016
41910	44550	12	0.9683	-174.127
42885	44550	12	0.9432	-102.069
43125	44550	12	0.976	-116.085
44550	44600	12	0.9469	44.026
44550	45093	12	0.9878	-58.041
44550	45947	12	0.9722	-116.084
44550	46106	12	0.9556	-72.058
41696	42955	12	0.9429	-146.095
42240	42955	12	0.9798	-14.016
42267	42955	12	0.9741	30.010
42589	42955	12	0.969	-88.052
42911	42955	12	0.9808	44.026
42955	43159	12	0.9504	132.079
42955	43625	12	0.9629	30.010
39794	39832	12	0.9924	-44.026
39473	39832	12	0.9506	88.053
39473	39794	12	0.9424	132.079
36358	36650	12	0.9829	88.052
36650	36971	12	0.9892	44.026
36650	37031	12	0.9808	-132.079
36650	37139	12	0.9787	88.053
36650	39293	12	0.9442	30.011
36650	39429	12	0.95	-14.016
39948	42232	12	0.9532	14.016
39948	42839	12	0.9582	-58.042
38714	39948	12	0.9503	-58.042
35495	37172	12	0.9529	-14.016
36971	37172	12	0.9506	88.053
37139	37172	12	0.9758	44.026
37172	37697	12	0.9698	44.026
34835	35053	12	0.9822	44.026
34835	35495	12	0.9719	88.052
26498	34835	12	0.9699	-42.046
40087	40364	12	0.972	-44.026
40356	40364	12	0.9791	44.026
42885	46106	12	0.9772	-174.126
44600	46106	12	0.9825	-116.084
45093	46106	12	0.969	-14.017
45947	46106	12	0.9609	44.026
41910	44600	12	0.9495	-130.101
42839	44600	12	0.9868	-116.085
42885	44600	12	0.9962	-58.043
43125	44600	12	0.9628	-72.059
44600	45093	12	0.949	-102.067
44600	45947	12	0.9446	-160.110
40901	41398	12	0.9715	-44.026
41398	42153	12	0.9492	88.052
38061	38638	12	0.9438	-17.027
38061	42871	12	0.9703	-56.063
41910	42885	12	0.9541	-72.058
42839	42885	12	0.9926	-58.042
42885	43125	12	0.9673	14.016
40901	42153	12	0.9518	44.026
41910	43125	12	0.9891	-58.042
42839	43125	12	0.9545	-44.026
43125	45093	12	0.9688	-174.126
36197	37031	12	0.9831	88.052
36358	37031	12	0.99	-44.026
36971	37031	12	0.9684	-176.105
37031	37837	12	0.942	-102.068
37031	38923	12	0.9609	-14.016
37031	39275	12	0.9589	-58.042
37031	39429	12	0.9458	118.063
41910	42839	12	0.9585	-14.016
41910	42232	12	0.951	58.042
38714	42232	12	0.9498	-44.026
36759	38638	12	0.9766	-14.016
36759	41439	12	0.9433	-42.047
36358	39429	12	0.9473	74.037
36971	39429	12	0.9554	-58.042
38923	39429	12	0.9668	132.079
39275	39429	12	0.9564	176.105
39293	39429	12	0.9866	-44.026
36197	39275	12	0.9494	30.010
36358	39275	12	0.9494	-102.068
37837	39275	12	0.9836	44.026
38923	39275	12	0.9904	-44.026
36197	37837	12	0.9494	-14.016
37837	38923	12	0.9786	88.052
39794	40087	12	0.9512	-14.016
42153	43841	12	0.9596	17.026
36358	36971	12	0.9721	132.079
36971	37139	12	0.9765	44.026
26498	35053	12	0.9426	1.980
36197	36358	12	0.9749	132.079
36197	38923	12	0.9443	74.037
42240	42911	12	0.9787	-58.042
42267	42911	12	0.9723	-14.016
42589	42911	12	0.9541	-132.078
42911	43625	12	0.9435	74.036
40356	42267	12	0.9651	-58.042
42240	42267	12	0.9879	-44.026
42267	42589	12	0.9469	118.062
35053	35495	12	0.9856	44.026
40356	42240	12	0.9634	-14.016
41439	44180	12	0.9441	-42.047
38638	41439	12	0.9593	-28.031
42871	44180	12	0.9424	-31.042
41696	42240	12	0.951	-132.079
42240	42257	12	0.9428	176.105
42240	43159	12	0.9448	118.063
41696	42257	12	0.97	44.026
42257	42589	12	0.9522	-102.069
42257	43159	12	0.99	-58.042
41696	44275	12	0.949	-174.126
42589	44275	12	0.9612	-116.084
43625	44275	12	0.9678	-58.042
41696	43159	12	0.9709	-14.016
42589	43159	12	0.9773	44.026
43159	43625	12	0.9461	-102.068
45093	45947	12	0.9825	-58.043
42153	44180	12	0.9437	44.026
38638	44180	12	0.9445	-70.078
38923	39293	12	0.9606	176.105
41696	42589	12	0.9856	-58.042
41696	43625	12	0.9699	-116.084
42589	43625	12	0.9806	-58.042
36358	37139	12	0.9571	176.105
36358	38923	12	0.9602	-58.042
31471	35102	13	0.8883	-32.026
35102	38884	13	0.8964	-46.041
26718	35102	13	0.9747	-17.026
26718	38884	13	0.9029	-63.068
26718	31471	13	0.9317	15.000
41251	42405	15	0.9216	-28.032
35536	38861	15	0.9456	-14.016
35536	41251	15	0.9388	-42.047
31906	34585	17	0.9703	-186.089
32934	34585	17	0.8904	44.026
34289	34585	17	0.8991	172.074
30881	32934	17	0.9101	-116.084
31994	32934	17	0.979	-58.042
32917	32934	17	0.953	28.031
32934	32943	17	0.9613	35.038
32934	34289	17	0.9315	-128.048
32934	34473	17	0.9021	168.123
32934	34879	17	0.9787	-186.089
27922	32934	17	0.9509	-158.058
28740	32934	17	0.9767	-186.090
19907	23705	17	0.9034	-28.031
19907	25936	17	0.9044	-156.079
19907	28120	17	0.9258	-151.052
19907	28740	17	0.9742	-186.089
19907	30896	17	0.8997	-17.966
30896	31434	17	0.9287	-43.950
30896	33602	17	0.9446	-128.047
30896	34473	17	0.9759	-186.089
30896	40270	17	0.9397	-36.116
29985	30896	17	0.9079	-58.042
19339	30896	17	0.9359	-61.993
27922	28740	17	0.9718	28.031
28120	28740	17	0.9591	-35.037
28740	30881	17	0.9166	-70.006
28740	31994	17	0.9223	-128.048
28740	32943	17	0.9396	-151.052
28740	34266	17	0.9095	76.052
28740	34473	17	0.9291	-17.966
25936	28740	17	0.9324	-30.010
23705	27922	17	0.885	-186.089
31906	34473	17	0.9606	-61.992
31994	34473	17	0.9224	110.081
33602	34473	17	0.9541	-58.042
31434	40270	17	0.8827	7.833
19339	40270	17	0.9069	-98.109
30881	31994	17	0.973	-58.042
30881	32917	17	0.9147	-144.115
30881	32943	17	0.9163	-81.046
30881	33602	17	0.9329	110.081
30881	34266	17	0.9714	146.058
28120	30881	17	0.9167	-105.043
24830	30881	17	0.976	-186.089
25936	30881	17	0.9426	-100.016
27922	28120	17	0.916	63.069
28120	31994	17	0.9578	-163.085
28120	32943	17	0.9782	-186.089
28120	34266	17	0.928	41.015
25936	28120	17	0.8847	5.027
29541	29985	17	0.9546	43.950
29985	33602	17	0.9377	-186.089
24830	29985	17	0.9421	110.081
32917	34879	17	0.9655	-158.058
34289	34879	17	0.9878	-58.042
24830	25936	17	0.9249	-86.073
24830	29541	17	0.9094	66.132
24830	34266	17	0.8823	-40.031
25936	27922	17	0.9669	-58.042
25936	31972	17	0.8838	-186.089
25936	31994	17	0.9509	-158.058
25936	32943	17	0.8841	-181.062
25936	34266	17	0.9055	46.042
31994	34289	17	0.98	-186.089
32917	34289	17	0.9563	-100.016
32943	34289	17	0.9577	-163.085
33602	34266	17	0.8996	35.977
19339	31906	17	0.9584	-186.090
27922	34266	17	0.8884	104.084
27922	31994	17	0.9512	-100.016
27922	32917	17	0.9801	-186.089
27922	32943	17	0.9069	-123.021
31994	32917	17	0.947	-86.073
32917	32943	17	0.9228	63.069
31994	32943	17	0.9478	-23.004
13361	17546	19	0.8644	-147.067
26417	31983	20	0.8145	-28.031
24943	26417	20	0.7713	191.131
32226	32404	21	0.9038	62.016
20562	32404	21	0.7786	17.974
20562	21141	21	0.8252	-15.995
20562	22190	21	0.8503	-14.016
20562	22309	21	0.7582	-30.011
32226	33999	21	0.9793	-28.031
31352	34740	21	0.8411	-28.031
21141	22190	21	0.922	1.979
21141	22309	21	0.9126	-14.016
21141	23033	21	0.7554	-191.217
21141	31352	21	0.8454	52.085
22190	22309	21	0.8691	-15.995
22190	23033	21	0.7681	-193.196
22190	31352	21	0.7925	50.106
22309	31352	21	0.7865	66.101
30115	31352	21	0.8365	73.090
5661	21641	22	0.8255	-79.068
21641	23210	22	0.9532	-2.015
5661	11431	22	0.816	9.010
5661	20551	22	0.8125	182.079
21463	24216	22	0.9692	-14.016
21463	23210	22	0.8308	18.011
3512	5661	22	0.9001	-127.099
4869	5661	22	0.8118	-133.110
5661	23210	22	0.8715	-81.083
4869	10287	22	0.9063	-14.016
14899	19134	23	0.8651	-28.031
14899	21836	23	0.8739	-42.047
19134	21836	23	0.9178	-14.016
13693	21836	23	0.8968	-50.017
31507	36349	24	0.8728	-0.002
34659	36349	24	0.8654	-73.089
33097	43141	25	0.9346	-56.062
36351	43141	25	0.856	-70.078
38076	43141	25	0.9698	-28.031
33097	36351	25	0.9142	14.016
36351	38076	25	0.8861	-42.047
33097	38076	25	0.959	-28.031
28241	31616	26	0.7956	17.026
28496	31616	26	0.8062	-132.043
7722	9636	27	0.9767	-132.079
8457	9636	27	0.9786	-88.053
9080	9636	27	0.9855	-44.026
992	2556	27	0.9502	-79.957
2556	3095	27	0.9552	51.926
2556	3298	27	0.9859	-44.026
2556	3325	27	0.9615	79.957
2556	4216	27	0.9651	-88.052
11900	12558	27	0.9764	-132.079
12057	12558	27	0.9829	-88.053
12177	12558	27	0.9867	-44.026
12388	12558	27	0.9733	44.026
10800	11299	27	0.9874	-44.026
11248	11299	27	0.9836	44.026
11299	11900	27	0.9728	-149.105
11299	12057	27	0.9749	-193.131
8067	10323	27	0.9821	-105.079
8565	10323	27	0.9894	-132.078
8713	10323	27	0.9848	-61.053
9464	10323	27	0.9953	-88.052
9542	10323	27	0.998	-44.026
9638	10323	27	0.9852	-17.026
10323	10535	27	0.9907	-44.026
10323	10722	27	0.9919	-88.053
10323	11051	27	0.989	-132.079
10323	11464	27	0.9856	-176.105
6940	9080	27	0.9815	-132.079
7722	9080	27	0.9885	-88.052
8457	9080	27	0.9942	-44.026
9080	9542	27	0.9862	62.931
4597	6832	27	0.9531	-132.078
6114	6832	27	0.9599	-82.096
6832	6940	27	0.9767	99.122
6832	7615	27	0.9917	-44.026
6832	7949	27	0.9933	30.010
6832	8229	27	0.9795	162.053
6832	8549	27	0.9729	134.021
3298	5640	27	0.9584	-132.078
4216	5640	27	0.9835	-88.052
5117	5640	27	0.9934	-44.026
5640	6114	27	0.9921	-44.026
5640	7702	27	0.9567	-52.085
5640	7737	27	0.9854	-88.052
5640	8500	27	0.9747	-132.079
5640	9071	27	0.9645	-176.105
6910	9068	27	0.9799	-132.078
7627	9068	27	0.9892	-88.052
8444	9068	27	0.997	-44.026
9068	9648	27	0.9951	-44.026
9068	10215	27	0.9878	-88.053
4788	8229	27	0.9859	-88.053
6940	8229	27	0.9911	62.931
7068	8229	27	0.9957	-44.026
7949	8229	27	0.9777	132.042
8229	8549	27	0.9819	-28.031
8229	8565	27	0.9972	-44.026
8229	9464	27	0.9931	-88.052
8229	9542	27	0.9877	-132.079
7702	10002	27	0.9514	-176.104
7949	10002	27	0.9659	-132.078
9035	10002	27	0.992	-44.026
10002	11691	27	0.9742	88.054
4922	6651	27	0.9807	-132.079
5517	6651	27	0.9899	-88.052
5962	6651	27	0.9955	-44.026
6651	7112	27	0.9963	-44.026
6651	8067	27	0.9945	-88.053
6651	8713	27	0.9908	-132.079
6651	9638	27	0.9862	-176.105
8713	11051	27	0.9844	-193.131
9542	11051	27	0.9836	-176.105
9638	11051	27	0.9853	-149.105
10535	11051	27	0.9977	-88.052
10722	11051	27	0.9986	-44.026
11051	11464	27	0.9983	-44.026
11051	11900	27	0.9944	-88.053
11051	12057	27	0.9844	-132.079
11051	12177	27	0.9772	-176.105
2249	4922	27	0.9542	-132.078
3013	4922	27	0.9839	-88.052
3996	4922	27	0.9951	-44.026
4212	4922	27	0.9525	79.957
4922	5517	27	0.9964	-44.026
4922	5695	27	0.9744	-17.027
4922	5962	27	0.9891	-88.052
4922	42563	27	0.9558	-17.027
1077	1155	27	0.9437	44.026
7068	9464	27	0.9839	-132.079
8067	9464	27	0.9802	-17.026
8457	9464	27	0.9907	62.931
8565	9464	27	0.9976	-44.026
9464	9542	27	0.9957	-44.026
9464	10399	27	0.9845	-28.031
9464	10535	27	0.9824	-132.079
9464	10722	27	0.9832	-176.105
3013	5517	27	0.9735	-132.079
3996	5517	27	0.9883	-88.053
4788	5517	27	0.9775	17.027
5140	5517	27	0.9624	79.957
5517	5962	27	0.9954	-44.026
5517	7112	27	0.9853	-132.079
5517	8067	27	0.9804	-176.105
11248	12177	27	0.9725	-193.131
11464	12177	27	0.9793	-132.079
11900	12177	27	0.9879	-88.053
12057	12177	27	0.9898	-44.026
12177	12388	27	0.9748	-88.052
5962	7112	27	0.9924	-88.053
7112	8067	27	0.9959	-44.026
7112	8713	27	0.9945	-88.053
7112	9638	27	0.9909	-132.079
7627	10215	27	0.9721	-176.105
8444	10215	27	0.982	-132.079
9648	10215	27	0.991	-44.026
42026	42563	27	0.9621	44.026
3298	4139	27	0.9613	51.926
3298	4216	27	0.9899	-44.026
3298	4675	27	0.9586	79.957
3298	5117	27	0.976	-88.052
1077	4597	27	0.9573	-162.052
4212	4597	27	0.9657	-99.122
4216	4597	27	0.9594	-82.096
4597	4916	27	0.9585	134.022
4597	5695	27	0.9657	162.053
4597	6127	27	0.9721	30.010
6114	6910	27	0.9743	-17.027
6910	7627	27	0.9881	-44.026
6910	8444	27	0.9862	-88.052
6910	9648	27	0.9729	-176.105
6055	8457	27	0.9764	-132.079
6940	8457	27	0.9875	-88.052
7722	8457	27	0.994	-44.026
4916	6127	27	0.9508	-104.012
6127	7137	27	0.9749	-44.026
6127	7702	27	0.9607	-88.052
6055	7702	27	0.971	-69.112
6933	7702	27	0.9709	-104.011
7068	7702	27	0.9736	-132.043
7137	7702	27	0.9845	-44.026
7702	7949	27	0.9894	-44.026
7702	9035	27	0.9682	-132.078
7702	11691	27	0.9845	-88.051
3325	42563	27	0.96	-88.053
4212	42563	27	0.9767	62.930
4216	42563	27	0.9554	79.956
4675	42563	27	0.9784	-44.027
4788	42563	27	0.9766	44.025
5695	42563	27	0.983	-0.001
4788	8565	27	0.98	-132.079
7068	8565	27	0.9906	-88.053
7615	8565	27	0.979	162.052
7722	8565	27	0.9922	62.931
8565	9444	27	0.9874	-28.031
8565	9542	27	0.9943	-88.052
8565	11691	27	0.9786	-132.041
8713	9542	27	0.9837	-17.026
9542	9638	27	0.9789	-27.000
9542	10535	27	0.9869	-88.052
9542	10722	27	0.9884	-132.079
5783	9444	27	0.9618	-132.079
6933	9444	27	0.9809	-88.053
7615	9444	27	0.9714	134.021
7722	9444	27	0.9754	34.899
8549	9444	27	0.9934	-44.026
9444	10399	27	0.994	-44.026
9444	11691	27	0.9747	-104.009
7615	7722	27	0.9759	99.122
7615	11691	27	0.9942	30.012
4216	5117	27	0.9936	-44.026
5117	5140	27	0.9589	17.026
5117	5783	27	0.9491	51.926
5117	6114	27	0.982	-88.052
5117	7137	27	0.9526	-52.085
5117	7737	27	0.9724	-132.079
5117	8500	27	0.9614	-176.105
4212	4216	27	0.9646	-17.027
4216	6114	27	0.9676	-132.079
4216	7737	27	0.9522	-176.105
5962	8713	27	0.9835	-176.105
8067	8713	27	0.9968	-44.026
8713	9638	27	0.9952	-44.026
8713	10535	27	0.9838	-105.079
8713	10722	27	0.9853	-149.105
6114	7737	27	0.993	-44.026
6114	8500	27	0.9893	-88.053
6114	9071	27	0.9812	-132.079
6114	9659	27	0.974	-176.105
992	3325	27	0.987	0.000
2366	3325	27	0.9634	-44.026
3095	3325	27	0.9592	28.031
3325	4675	27	0.9864	-44.026
3325	5695	27	0.9733	-88.052
4139	5783	27	0.9611	-88.053
4788	5783	27	0.973	-28.031
4916	5783	27	0.9852	-44.026
5140	5783	27	0.9626	34.900
5783	6933	27	0.9896	-44.026
5783	7137	27	0.9586	-104.011
5783	8549	27	0.9762	-88.053
4675	4788	27	0.9829	-88.052
4788	5140	27	0.9883	-62.931
4788	5695	27	0.9887	44.026
4788	7068	27	0.9955	-44.026
10800	11248	27	0.9797	-88.052
11248	12057	27	0.9666	-149.105
7737	9071	27	0.9863	-88.053
8500	9071	27	0.9966	-44.026
9071	9659	27	0.9975	-44.026
1077	4212	27	0.9626	-62.930
1077	4675	27	0.9595	44.027
992	2366	27	0.951	44.026
992	4675	27	0.9736	-44.026
3996	5962	27	0.9774	-132.079
5962	7068	27	0.9766	-17.027
5962	8067	27	0.9887	-132.079
4212	4916	27	0.9555	34.899
4212	5140	27	0.9881	-44.026
4212	5695	27	0.9849	62.930
4212	6055	27	0.9739	-88.053
9638	11464	27	0.9857	-193.131
10535	11464	27	0.995	-132.079
10722	11464	27	0.9971	-88.053
10800	11464	27	0.976	-149.105
11464	11900	27	0.9955	-44.026
11464	12057	27	0.9865	-88.053
804	3013	27	0.967	0.000
1154	3013	27	0.9506	44.027
2249	3013	27	0.9832	-44.026
3013	3996	27	0.9928	-44.026
8067	9638	27	0.9942	-88.053
9638	10535	27	0.9834	-61.053
9638	10722	27	0.9858	-105.079
5695	7068	27	0.9865	-88.052
6055	7068	27	0.9905	62.931
6933	7068	27	0.9789	28.031
4916	6933	27	0.9701	-88.052
6055	6933	27	0.9674	34.900
6933	8549	27	0.9912	-44.026
6933	10399	27	0.9686	-132.079
8067	10535	27	0.9811	-149.105
8067	10722	27	0.982	-193.131
4139	4916	27	0.9788	-44.026
4916	5695	27	0.9665	28.031
4916	8549	27	0.9519	-132.079
10535	10722	27	0.9976	-44.026
10535	11900	27	0.9903	-176.105
7627	9648	27	0.9858	-132.079
8444	9648	27	0.9937	-88.053
8549	10399	27	0.9841	-88.053
9035	10399	27	0.9696	104.010
3996	4675	27	0.9669	-17.027
4139	4675	27	0.9633	28.031
4675	5695	27	0.9928	-44.026
5140	6055	27	0.9913	-44.026
5140	6940	27	0.9802	-88.052
5140	7137	27	0.9648	-69.112
7627	7737	27	0.9792	17.027
7627	8444	27	0.9937	-44.026
333	3996	27	0.9434	44.027
804	3996	27	0.9594	-44.026
1154	3996	27	0.949	0.001
2249	3996	27	0.9688	-88.052
1154	2249	27	0.948	88.053
11900	12057	27	0.9925	-44.026
12057	12388	27	0.9683	-132.079
7137	11691	27	0.9656	-132.077
7722	11691	27	0.9734	-69.110
7737	11691	27	0.9573	-52.084
7949	11691	27	0.9922	-44.025
9035	11691	27	0.9899	44.027
10722	11900	27	0.9917	-132.079
10800	11900	27	0.9823	-193.131
11900	12388	27	0.9651	-176.105
804	2249	27	0.9588	44.026
6940	8549	27	0.9694	34.899
7949	8549	27	0.9751	104.011
6940	7949	27	0.9739	-69.112
7137	7949	27	0.9717	-88.052
7949	9035	27	0.9796	-88.052
3095	4139	27	0.9735	-44.026
6055	6940	27	0.9928	-44.026
6055	7722	27	0.9852	-88.052
7737	8500	27	0.9959	-44.026
8444	8500	27	0.9798	17.026
8500	9035	27	0.9517	-52.085
8500	9659	27	0.9908	-88.053
7137	9035	27	0.9479	-176.104
6940	7722	27	0.9935	-44.026
7737	9659	27	0.9828	-132.079
23947	25857	29	0.9736	-12.036
25857	26106	29	0.991	14.016
25857	26371	29	0.9774	-15.995
25857	26794	29	0.9805	-13.979
25857	31108	29	0.9843	-42.011
25857	34417	29	0.9628	-46.042
13598	25857	29	0.9643	-54.083
14136	25857	29	0.979	-40.068
17286	25857	29	0.9652	-26.052
17514	25857	29	0.9715	-54.083
23947	26371	29	0.9856	-28.031
26106	26371	29	0.9807	-30.011
26371	26794	29	0.9552	2.016
26371	31108	29	0.9904	-26.016
26371	34417	29	0.9557	-30.047
13598	26371	29	0.9843	-70.078
14136	26371	29	0.9769	-56.063
17286	26371	29	0.9928	-42.047
17514	26371	29	0.9692	-70.078
27996	28207	29	0.9538	-14.016
28207	31609	29	0.9679	18.010
28207	31641	29	0.859	32.026
28207	32159	29	0.8936	83.208
31609	32159	29	0.9201	65.198
31609	36850	29	0.9407	95.037
34417	36850	29	0.9739	-92.026
23947	36850	29	0.9527	-150.104
32196	34991	29	0.825	36.063
31609	31641	29	0.904	14.016
27996	31609	29	0.9622	3.995
30531	31609	29	0.9527	-128.047
31641	32390	29	0.847	-35.976
27996	31641	29	0.9233	18.010
29932	31641	29	0.8911	-26.015
1128	2414	29	0.992	-14.016
2414	13598	29	0.9481	-108.094
14136	21696	29	0.9641	-42.011
17514	21696	29	0.9508	-56.026
32196	34340	29	0.8313	40.060
32390	34340	29	0.8257	26.044
23369	34340	29	0.9782	-42.047
13598	14136	29	0.9855	-14.016
14136	17286	29	0.9736	-14.016
14136	17514	29	0.9914	14.016
14136	23947	29	0.982	-28.031
14136	26106	29	0.9852	-26.052
14136	26794	29	0.9763	-54.047
14136	31108	29	0.981	-82.078
23947	26106	29	0.9811	1.979
26106	26794	29	0.9809	-27.995
26106	31108	29	0.9864	-56.026
26106	34417	29	0.9608	-60.057
13598	26106	29	0.9724	-40.068
17286	26106	29	0.9719	-12.036
17514	26106	29	0.9782	-40.068
31108	34417	29	0.9653	-4.031
26794	34417	29	0.954	-32.062
17286	34417	29	0.9437	-72.094
13598	17286	29	0.9891	-28.031
17286	17514	29	0.9657	28.031
17286	23947	29	0.9862	-14.016
17286	31108	29	0.9846	-68.063
13598	17514	29	0.9846	0.000
17514	23947	29	0.9754	-42.047
17514	26794	29	0.9726	-68.063
17514	31108	29	0.9705	-96.094
1924	3798	29	0.927	-27.000
2674	3798	29	0.9272	-14.016
